province,month,suhu_rata_rata_c,suhu_maksimum_c,suhu_minimum_c,kelembapan_rata_rata_persen,curah_hujan_mm,kecepatan_angin_maks_kmh,radiasi_matahari_mj,luas_panen,produksi,produktivitas,suhu_rata_rata_c_lag_1,suhu_rata_rata_c_lag_2,suhu_rata_rata_c_lag_3,curah_hujan_mm_lag_1,curah_hujan_mm_lag_2,curah_hujan_mm_lag_3,kelembapan_rata_rata_persen_lag_1,kelembapan_rata_rata_persen_lag_2,kelembapan_rata_rata_persen_lag_3,kecepatan_angin_maks_kmh_lag_1,kecepatan_angin_maks_kmh_lag_2,kecepatan_angin_maks_kmh_lag_3,radiasi_matahari_mj_lag_1,radiasi_matahari_mj_lag_2,radiasi_matahari_mj_lag_3
Lampung,2024-08,26.2612903226,29.6806451613,23.5709677419,82.1612903226,64.3,13.6580645161,19.5387096774,45429.0875,220857.47,48.62,26.1225806452,26.2966666667,26.7903225806,127.7,176.5,300.3,82.8387096774,87.1,88.6451612903,11.4129032258,10.0566666667,8.7903225806,17.4106451613,16.377,15.3809677419
Lampung,2024-09,26.7366666667,30.52,24.1566666667,79.6,93.2,14.5866666667,20.2976666667,45429.0875,220857.47,48.62,26.2612903226,26.1225806452,26.2966666667,64.3,127.7,176.5,82.1612903226,82.8387096774,87.1,13.6580645161,11.4129032258,10.0566666667,19.5387096774,17.4106451613,16.377
Lampung,2024-10,27.3225806452,30.8322580645,24.7258064516,77.935483871,76.5,16.3516129032,21.6683870968,45429.0875,220857.47,48.62,26.7366666667,26.2612903226,26.1225806452,93.2,64.3,127.7,79.6,82.1612903226,82.8387096774,14.5866666667,13.6580645161,11.4129032258,20.2976666667,19.5387096774,17.4106451613
Lampung,2024-11,26.6566666667,30.18,24.39,85.5333333333,252.4,12.1233333333,16.7513333333,45429.0875,220857.47,48.62,27.3225806452,26.7366666667,26.2612903226,76.5,93.2,64.3,77.935483871,79.6,82.1612903226,16.3516129032,14.5866666667,13.6580645161,21.6683870968,20.2976666667,19.5387096774
Lampung,2024-12,26.5903225806,30.0290322581,24.3161290323,85.8709677419,295.7,9.5225806452,16.3516129032,45429.0875,220857.47,48.62,26.6566666667,27.3225806452,26.7366666667,252.4,76.5,93.2,85.5333333333,77.935483871,79.6,12.1233333333,16.3516129032,14.5866666667,16.7513333333,21.6683870968,20.2976666667
Maluku,2024-01,27.8419354839,31.0483870968,25.4806451613,82.0967741935,202.3,14.6032258065,19.9319354839,2389.0183333333334,9203.941666666668,38.53,,,,,,,,,,,,,,,
Maluku,2024-02,28.2,31.8931034483,25.6931034483,80.6896551724,103.7,13.2689655172,21.7227586207,2389.0183333333334,9203.941666666668,38.53,27.8419354839,,,202.3,,,82.0967741935,,,14.6032258065,,,19.9319354839,,
Maluku,2024-03,27.5193548387,30.8225806452,25.3451612903,85.7741935484,348.5,12.5322580645,20.1219354839,2389.0183333333334,9203.941666666668,38.53,28.2,27.8419354839,,103.7,202.3,,80.6896551724,82.0967741935,,13.2689655172,14.6032258065,,21.7227586207,19.9319354839,
Maluku,2024-04,26.5133333333,29.1066666667,24.5433333333,91.7,542.2,10.4833333333,16.7453333333,2389.0183333333334,9203.941666666668,38.53,27.5193548387,28.2,27.8419354839,348.5,103.7,202.3,85.7741935484,80.6896551724,82.0967741935,12.5322580645,13.2689655172,14.6032258065,20.1219354839,21.7227586207,19.9319354839
Maluku,2024-05,26.335483871,28.435483871,24.6419354839,91.6129032258,482.6,13.9806451613,14.0361290323,2389.0183333333334,9203.941666666668,38.53,26.5133333333,27.5193548387,28.2,542.2,348.5,103.7,91.7,85.7741935484,80.6896551724,10.4833333333,12.5322580645,13.2689655172,16.7453333333,20.1219354839,21.7227586207
Maluku,2024-06,25.77,27.51,24.26,88.8666666667,447.6,16.15,14.0063333333,2389.0183333333334,9203.941666666668,38.53,26.335483871,26.5133333333,27.5193548387,482.6,542.2,348.5,91.6129032258,91.7,85.7741935484,13.9806451613,10.4833333333,12.5322580645,14.0361290323,16.7453333333,20.1219354839
Maluku,2024-07,25.4516129032,27.0193548387,24.1451612903,86.7419354839,367.1,18.3709677419,14.8303225806,2389.0183333333334,9203.941666666668,38.53,25.77,26.335483871,26.5133333333,447.6,482.6,542.2,88.8666666667,91.6129032258,91.7,16.15,13.9806451613,10.4833333333,14.0063333333,14.0361290323,16.7453333333
Maluku,2024-08,25.4548387097,27.2483870968,24.0258064516,87.2580645161,329.4,17.6903225806,16.1322580645,2389.0183333333334,9203.941666666668,38.53,25.4516129032,25.77,26.335483871,367.1,447.6,482.6,86.7419354839,88.8666666667,91.6129032258,18.3709677419,16.15,13.9806451613,14.8303225806,14.0063333333,14.0361290323
Maluku,2024-09,26.22,28.3533333333,24.53,87.0,181.6,14.7766666667,20.1113333333,2389.0183333333334,9203.941666666668,38.53,25.4548387097,25.4516129032,25.77,329.4,367.1,447.6,87.2580645161,86.7419354839,88.8666666667,17.6903225806,18.3709677419,16.15,16.1322580645,14.8303225806,14.0063333333
Maluku,2024-10,26.5774193548,29.1774193548,24.3612903226,86.5806451613,225.1,12.4935483871,21.1977419355,2389.0183333333334,9203.941666666668,38.53,26.22,25.4548387097,25.4516129032,181.6,329.4,367.1,87.0,87.2580645161,86.7419354839,14.7766666667,17.6903225806,18.3709677419,20.1113333333,16.1322580645,14.8303225806
Maluku,2024-11,26.8533333333,30.0866666667,24.3733333333,88.2666666667,359.5,10.55,20.6383333333,2389.0183333333334,9203.941666666668,38.53,26.5774193548,26.22,25.4548387097,225.1,181.6,329.4,86.5806451613,87.0,87.2580645161,12.4935483871,14.7766666667,17.6903225806,21.1977419355,20.1113333333,16.1322580645
Maluku,2024-12,27.0129032258,30.3387096774,24.9548387097,88.8064516129,440.2,10.5935483871,17.6858064516,2389.0183333333334,9203.941666666668,38.53,26.8533333333,26.5774193548,26.22,359.5,225.1,181.6,88.2666666667,86.5806451613,87.0,10.55,12.4935483871,14.7766666667,20.6383333333,21.1977419355,20.1113333333
Maluku Utara,2024-01,27.2709677419,29.1032258065,25.8,84.4193548387,272.2,17.1064516129,19.2935483871,858.4925,3615.2374999999997,42.11,,,,,,,,,,,,,,,
Maluku Utara,2024-02,27.4827586207,29.4896551724,26.0482758621,83.6896551724,81.2,17.4862068966,23.0393103448,858.4925,3615.2374999999997,42.11,27.2709677419,,,272.2,,,84.4193548387,,,17.1064516129,,,19.2935483871,,
Maluku Utara,2024-03,27.4580645161,29.5483870968,25.9193548387,83.5483870968,130.1,16.9806451613,22.6709677419,858.4925,3615.2374999999997,42.11,27.4827586207,27.2709677419,,81.2,272.2,,83.6896551724,84.4193548387,,17.4862068966,17.1064516129,,23.0393103448,19.2935483871,
Maluku Utara,2024-04,27.7666666667,29.9966666667,26.18,83.9,186.6,12.7733333333,21.666,858.4925,3615.2374999999997,42.11,27.4580645161,27.4827586207,27.2709677419,130.1,81.2,272.2,83.5483870968,83.6896551724,84.4193548387,16.9806451613,17.4862068966,17.1064516129,22.6709677419,23.0393103448,19.2935483871
Maluku Utara,2024-05,27.7451612903,29.7096774194,25.9516129032,86.4193548387,249.4,11.2612903226,19.5848387097,858.4925,3615.2374999999997,42.11,27.7666666667,27.4580645161,27.4827586207,186.6,130.1,81.2,83.9,83.5483870968,83.6896551724,12.7733333333,16.9806451613,17.4862068966,21.666,22.6709677419,23.0393103448
Maluku Utara,2024-06,26.8033333333,28.5733333333,25.1233333333,88.2333333333,367.9,10.9,16.6193333333,858.4925,3615.2374999999997,42.11,27.7451612903,27.7666666667,27.4580645161,249.4,186.6,130.1,86.4193548387,83.9,83.5483870968,11.2612903226,12.7733333333,16.9806451613,19.5848387097,21.666,22.6709677419
Maluku Utara,2024-07,27.0483870968,28.8064516129,25.5709677419,84.2258064516,178.3,14.0935483871,18.4903225806,858.4925,3615.2374999999997,42.11,26.8033333333,27.7451612903,27.7666666667,367.9,249.4,186.6,88.2333333333,86.4193548387,83.9,10.9,11.2612903226,12.7733333333,16.6193333333,19.5848387097,21.666
Maluku Utara,2024-08,26.4548387097,28.3290322581,24.8258064516,87.5161290323,327.9,12.3741935484,18.2187096774,858.4925,3615.2374999999997,42.11,27.0483870968,26.8033333333,27.7451612903,178.3,367.9,249.4,84.2258064516,88.2333333333,86.4193548387,14.0935483871,10.9,11.2612903226,18.4903225806,16.6193333333,19.5848387097
Maluku Utara,2024-09,27.5266666667,29.4833333333,26.0466666667,82.6,83.4,14.9033333333,21.474,858.4925,3615.2374999999997,42.11,26.4548387097,27.0483870968,26.8033333333,327.9,178.3,367.9,87.5161290323,84.2258064516,88.2333333333,12.3741935484,14.0935483871,10.9,18.2187096774,18.4903225806,16.6193333333
Maluku Utara,2024-10,27.4806451613,29.5225806452,25.8387096774,83.6774193548,184.7,12.4258064516,22.0803225806,858.4925,3615.2374999999997,42.11,27.5266666667,26.4548387097,27.0483870968,83.4,327.9,178.3,82.6,87.5161290323,84.2258064516,14.9033333333,12.3741935484,14.0935483871,21.474,18.2187096774,18.4903225806
Maluku Utara,2024-11,27.68,30.57,25.7566666667,83.1666666667,138.5,10.0266666667,20.833,858.4925,3615.2374999999997,42.11,27.4806451613,27.5266666667,26.4548387097,184.7,83.4,327.9,83.6774193548,82.6,87.5161290323,12.4258064516,14.9033333333,12.3741935484,22.0803225806,21.474,18.2187096774
Maluku Utara,2024-12,27.2709677419,29.2709677419,25.6677419355,87.0967741935,296.7,14.4258064516,18.5248387097,858.4925,3615.2374999999997,42.11,27.68,27.4806451613,27.5266666667,138.5,184.7,83.4,83.1666666667,83.6774193548,82.6,10.0266666667,12.4258064516,14.9033333333,20.833,22.0803225806,21.474
Nusa Tenggara Barat,2024-01,27.2870967742,30.5483870968,24.535483871,83.6129032258,182.5,16.6064516129,20.4593548387,22788.40166666667,109765.8175,48.17,,,,,,,,,,,,,,,
Nusa Tenggara Barat,2024-02,27.0586206897,30.5068965517,24.1517241379,85.2413793103,197.4,14.8137931034,21.571034482800002,22788.40166666667,109765.8175,48.17,27.2870967742,,,182.5,,,83.6129032258,,,16.6064516129,,,20.4593548387,,
Nusa Tenggara Barat,2024-03,27.3290322581,30.7870967742,24.6580645161,82.7096774194,183.8,17.4419354839,20.1119354839,22788.40166666667,109765.8175,48.17,27.0586206897,27.2870967742,,197.4,182.5,,85.2413793103,83.6129032258,,14.8137931034,16.6064516129,,21.571034482800002,20.4593548387,
Nusa Tenggara Barat,2024-04,27.2566666667,31.0633333333,24.6033333333,84.9333333333,184.0,13.7533333333,18.7813333333,22788.40166666667,109765.8175,48.17,27.3290322581,27.0586206897,27.2870967742,183.8,197.4,182.5,82.7096774194,85.2413793103,83.6129032258,17.4419354839,14.8137931034,16.6064516129,20.1119354839,21.571034482800002,20.4593548387
Nusa Tenggara Barat,2024-05,27.7258064516,32.1774193548,24.4483870968,77.1612903226,33.4,16.7032258065,19.9970967742,22788.40166666667,109765.8175,48.17,27.2566666667,27.3290322581,27.0586206897,184.0,183.8,197.4,84.9333333333,82.7096774194,85.2413793103,13.7533333333,17.4419354839,14.8137931034,18.7813333333,20.1119354839,21.571034482800002
Nusa Tenggara Barat,2024-06,26.94,31.4866666667,23.7066666667,76.3666666667,44.9,18.19,17.8316666667,22788.40166666667,109765.8175,48.17,27.7258064516,27.2566666667,27.3290322581,33.4,184.0,183.8,77.1612903226,84.9333333333,82.7096774194,16.7032258065,13.7533333333,17.4419354839,19.9970967742,18.7813333333,20.1119354839
Nusa Tenggara Barat,2024-07,26.1129032258,30.9580645161,22.8064516129,74.6774193548,62.3,19.5967741935,18.2338709677,22788.40166666667,109765.8175,48.17,26.94,27.7258064516,27.2566666667,44.9,33.4,184.0,76.3666666667,77.1612903226,84.9333333333,18.19,16.7032258065,13.7533333333,17.8316666667,19.9970967742,18.7813333333
Nusa Tenggara Barat,2024-08,26.2612903226,31.164516129,22.7032258065,74.1935483871,11.7,19.2387096774,21.2561290323,22788.40166666667,109765.8175,48.17,26.1129032258,26.94,27.7258064516,62.3,44.9,33.4,74.6774193548,76.3666666667,77.1612903226,19.5967741935,18.19,16.7032258065,18.2338709677,17.8316666667,19.9970967742
Nusa Tenggara Barat,2024-09,27.33,32.58,23.18,73.7666666667,59.0,17.4366666667,22.665,22788.40166666667,109765.8175,48.17,26.2612903226,26.1129032258,26.94,11.7,62.3,44.9,74.1935483871,74.6774193548,76.3666666667,19.2387096774,19.5967741935,18.19,21.2561290323,18.2338709677,17.8316666667
Nusa Tenggara Barat,2024-10,28.264516129,33.564516129,24.3032258065,72.1612903226,51.7,17.4322580645,23.8090322581,22788.40166666667,109765.8175,48.17,27.33,26.2612903226,26.1129032258,59.0,11.7,62.3,73.7666666667,74.1935483871,74.6774193548,17.4366666667,19.2387096774,19.5967741935,22.665,21.2561290323,18.2338709677
Nusa Tenggara Barat,2024-11,27.2333333333,32.0366666667,23.6266666667,81.5333333333,254.1,13.2766666667,21.0313333333,22788.40166666667,109765.8175,48.17,28.264516129,27.33,26.2612903226,51.7,59.0,11.7,72.1612903226,73.7666666667,74.1935483871,17.4322580645,17.4366666667,19.2387096774,23.8090322581,22.665,21.2561290323
Nusa Tenggara Barat,2024-12,26.2580645161,29.3870967742,24.1258064516,89.1290322581,402.4,14.4548387097,15.8441935484,22788.40166666667,109765.8175,48.17,27.2333333333,28.264516129,27.33,254.1,51.7,59.0,81.5333333333,72.1612903226,73.7666666667,13.2766666667,17.4322580645,17.4366666667,21.0313333333,23.8090322581,22.665
Nusa Tenggara Timur,2024-01,27.8516129032,30.5677419355,25.4387096774,80.7419354839,197.0,20.5258064516,21.2448387097,15140.885833333334,60418.69166666667,39.9,,,,,,,,,,,,,,,
Nusa Tenggara Timur,2024-02,27.3068965517,29.5413793103,25.375862069,84.4137931034,112.0,17.2103448276,21.0468965517,15140.885833333334,60418.69166666667,39.9,27.8516129032,,,197.0,,,80.7419354839,,,20.5258064516,,,21.2448387097,,
Nusa Tenggara Timur,2024-03,27.0935483871,29.4290322581,25.2032258065,85.8387096774,310.2,16.4741935484,18.2090322581,15140.885833333334,60418.69166666667,39.9,27.3068965517,27.8516129032,,112.0,197.0,,84.4137931034,80.7419354839,,17.2103448276,20.5258064516,,21.0468965517,21.2448387097,
Nusa Tenggara Timur,2024-04,27.4366666667,31.0066666667,25.1333333333,77.6333333333,75.3,18.9166666667,19.511,15140.885833333334,60418.69166666667,39.9,27.0935483871,27.3068965517,27.8516129032,310.2,112.0,197.0,85.8387096774,84.4137931034,80.7419354839,16.4741935484,17.2103448276,20.5258064516,18.2090322581,21.0468965517,21.2448387097
Nusa Tenggara Timur,2024-05,27.8193548387,31.9774193548,25.1580645161,70.4516129032,13.7,23.7419354839,19.6825806452,15140.885833333334,60418.69166666667,39.9,27.4366666667,27.0935483871,27.3068965517,75.3,310.2,112.0,77.6333333333,85.8387096774,84.4137931034,18.9166666667,16.4741935484,17.2103448276,19.511,18.2090322581,21.0468965517
Nusa Tenggara Timur,2024-06,26.5666666667,30.8366666667,23.8033333333,68.1333333333,1.5,23.2333333333,18.3026666667,15140.885833333334,60418.69166666667,39.9,27.8193548387,27.4366666667,27.0935483871,13.7,75.3,310.2,70.4516129032,77.6333333333,85.8387096774,23.7419354839,18.9166666667,16.4741935484,19.6825806452,19.511,18.2090322581
Nusa Tenggara Timur,2024-07,25.9580645161,30.4677419355,23.0387096774,66.0967741935,19.4,26.0612903226,19.0032258065,15140.885833333334,60418.69166666667,39.9,26.5666666667,27.8193548387,27.4366666667,1.5,13.7,75.3,68.1333333333,70.4516129032,77.6333333333,23.2333333333,23.7419354839,18.9166666667,18.3026666667,19.6825806452,19.511
Nusa Tenggara Timur,2024-08,26.4612903226,31.9193548387,22.7935483871,65.4516129032,0.9,23.8,22.6412903226,15140.885833333334,60418.69166666667,39.9,25.9580645161,26.5666666667,27.8193548387,19.4,1.5,13.7,66.0967741935,68.1333333333,70.4516129032,26.0612903226,23.2333333333,23.7419354839,19.0032258065,18.3026666667,19.6825806452
Nusa Tenggara Timur,2024-09,27.48,32.68,23.92,68.7333333333,36.6,21.7766666667,23.446,15140.885833333334,60418.69166666667,39.9,26.4612903226,25.9580645161,26.5666666667,0.9,19.4,1.5,65.4516129032,66.0967741935,68.1333333333,23.8,26.0612903226,23.2333333333,22.6412903226,19.0032258065,18.3026666667
Nusa Tenggara Timur,2024-10,28.7096774194,33.8161290323,24.8,68.2580645161,53.1,20.1225806452,24.2667741935,15140.885833333334,60418.69166666667,39.9,27.48,26.4612903226,25.9580645161,36.6,0.9,19.4,68.7333333333,65.4516129032,66.0967741935,21.7766666667,23.8,26.0612903226,23.446,22.6412903226,19.0032258065
Nusa Tenggara Timur,2024-11,28.6433333333,32.6833333333,25.6333333333,74.2,154.2,15.3033333333,24.0593333333,15140.885833333334,60418.69166666667,39.9,28.7096774194,27.48,26.4612903226,53.1,36.6,0.9,68.2580645161,68.7333333333,65.4516129032,20.1225806452,21.7766666667,23.8,24.2667741935,23.446,22.6412903226
Nusa Tenggara Timur,2024-12,27.1,29.2612903226,25.5064516129,85.8064516129,276.9,14.2838709677,17.8264516129,15140.885833333334,60418.69166666667,39.9,28.6433333333,28.7096774194,27.48,154.2,53.1,36.6,74.2,68.2580645161,68.7333333333,15.3033333333,20.1225806452,21.7766666667,24.0593333333,24.2667741935,23.446
Papua,2024-01,25.6838709677,28.7258064516,23.6064516129,92.7096774194,779.6,7.7967741935,14.3141935484,4393.96,13833.525,31.48,,,,,,,,,,,,,,,
Papua,2024-02,26.1310344828,29.3793103448,23.7931034483,89.6551724138,531.5,8.2793103448,17.2986206897,4393.96,13833.525,31.48,25.6838709677,,,779.6,,,92.7096774194,,,7.7967741935,,,14.3141935484,,
Papua,2024-03,25.9935483871,29.2,23.5903225806,91.0967741935,633.6,8.970967741900001,16.5164516129,4393.96,13833.525,31.48,26.1310344828,25.6838709677,,531.5,779.6,,89.6551724138,92.7096774194,,8.2793103448,7.7967741935,,17.2986206897,14.3141935484,
Papua,2024-04,26.0933333333,29.4266666667,23.7366666667,90.3,657.2,10.1033333333,17.7003333333,4393.96,13833.525,31.48,25.9935483871,26.1310344828,25.6838709677,633.6,531.5,779.6,91.0967741935,89.6551724138,92.7096774194,8.970967741900001,8.2793103448,7.7967741935,16.5164516129,17.2986206897,14.3141935484
Papua,2024-05,25.9064516129,29.0806451613,23.7806451613,92.0322580645,621.0,9.9193548387,15.06,4393.96,13833.525,31.48,26.0933333333,25.9935483871,26.1310344828,657.2,633.6,531.5,90.3,91.0967741935,89.6551724138,10.1033333333,8.970967741900001,8.2793103448,17.7003333333,16.5164516129,17.2986206897
Papua,2024-06,25.5733333333,28.8233333333,23.29,90.4333333333,342.4,10.2533333333,15.9496666667,4393.96,13833.525,31.48,25.9064516129,26.0933333333,25.9935483871,621.0,657.2,633.6,92.0322580645,90.3,91.0967741935,9.9193548387,10.1033333333,8.970967741900001,15.06,17.7003333333,16.5164516129
Papua,2024-07,25.6258064516,28.8032258065,23.3032258065,88.2258064516,219.2,10.1419354839,16.6232258065,4393.96,13833.525,31.48,25.5733333333,25.9064516129,26.0933333333,342.4,621.0,657.2,90.4333333333,92.0322580645,90.3,10.2533333333,9.9193548387,10.1033333333,15.9496666667,15.06,17.7003333333
Papua,2024-08,25.835483871,29.0193548387,23.4419354839,86.3225806452,184.0,12.6806451613,19.8361290323,4393.96,13833.525,31.48,25.6258064516,25.5733333333,25.9064516129,219.2,342.4,621.0,88.2258064516,90.4333333333,92.0322580645,10.1419354839,10.2533333333,9.9193548387,16.6232258065,15.9496666667,15.06
Papua,2024-09,26.0266666667,29.6566666667,23.3633333333,86.3666666667,163.4,10.9533333333,20.0193333333,4393.96,13833.525,31.48,25.835483871,25.6258064516,25.5733333333,184.0,219.2,342.4,86.3225806452,88.2258064516,90.4333333333,12.6806451613,10.1419354839,10.2533333333,19.8361290323,16.6232258065,15.9496666667
Papua,2024-10,25.9870967742,29.4580645161,23.5032258065,86.3870967742,189.1,11.035483871,19.8451612903,4393.96,13833.525,31.48,26.0266666667,25.835483871,25.6258064516,163.4,184.0,219.2,86.3666666667,86.3225806452,88.2258064516,10.9533333333,12.6806451613,10.1419354839,20.0193333333,19.8361290323,16.6232258065
Papua,2024-11,26.3066666667,29.8433333333,23.76,85.2333333333,153.4,11.8933333333,20.853,4393.96,13833.525,31.48,25.9870967742,26.0266666667,25.835483871,189.1,163.4,184.0,86.3870967742,86.3666666667,86.3225806452,11.035483871,10.9533333333,12.6806451613,19.8451612903,20.0193333333,19.8361290323
Papua,2024-12,26.3290322581,29.6870967742,24.0193548387,87.9677419355,402.9,9.2741935484,17.2570967742,4393.96,13833.525,31.48,26.3066666667,25.9870967742,26.0266666667,153.4,189.1,163.4,85.2333333333,86.3870967742,86.3666666667,11.8933333333,11.035483871,10.9533333333,20.853,19.8451612903,20.0193333333
Papua Barat,2024-01,26.2193548387,30.0161290323,23.9096774194,86.4516129032,265.3,12.7516129032,17.5306451613,630.8858333333334,2031.5275000000001,32.2,,,,,,,,,,,,,,,
Papua Barat,2024-02,26.1137931034,29.7,23.8517241379,86.1034482759,332.2,12.8827586207,18.9696551724,630.8858333333334,2031.5275000000001,32.2,26.2193548387,,,265.3,,,86.4516129032,,,12.7516129032,,,17.5306451613,,
Papua Barat,2024-03,26.5290322581,30.3612903226,23.9838709677,84.8387096774,268.4,13.4096774194,20.0693548387,630.8858333333334,2031.5275000000001,32.2,26.1137931034,26.2193548387,,332.2,265.3,,86.1034482759,86.4516129032,,12.8827586207,12.7516129032,,18.9696551724,17.5306451613,
Papua Barat,2024-04,26.3433333333,29.7766666667,23.9266666667,87.8666666667,414.4,11.69,19.164,630.8858333333334,2031.5275000000001,32.2,26.5290322581,26.1137931034,26.2193548387,268.4,332.2,265.3,84.8387096774,86.1034482759,86.4516129032,13.4096774194,12.8827586207,12.7516129032,20.0693548387,18.9696551724,17.5306451613
Papua Barat,2024-05,26.5677419355,29.8870967742,24.2774193548,88.2903225806,304.9,12.2032258065,17.2774193548,630.8858333333334,2031.5275000000001,32.2,26.3433333333,26.5290322581,26.1137931034,414.4,268.4,332.2,87.8666666667,84.8387096774,86.1034482759,11.69,13.4096774194,12.8827586207,19.164,20.0693548387,18.9696551724
Papua Barat,2024-06,26.1033333333,29.1966666667,23.8366666667,87.7333333333,237.7,10.56,17.0263333333,630.8858333333334,2031.5275000000001,32.2,26.5677419355,26.3433333333,26.5290322581,304.9,414.4,268.4,88.2903225806,87.8666666667,84.8387096774,12.2032258065,11.69,13.4096774194,17.2774193548,19.164,20.0693548387
Papua Barat,2024-07,25.8,28.7032258065,23.6870967742,88.3870967742,196.5,10.9096774194,16.3438709677,630.8858333333334,2031.5275000000001,32.2,26.1033333333,26.5677419355,26.3433333333,237.7,304.9,414.4,87.7333333333,88.2903225806,87.8666666667,10.56,12.2032258065,11.69,17.0263333333,17.2774193548,19.164
Papua Barat,2024-08,26.1387096774,28.9387096774,23.7096774194,86.5806451613,207.7,13.5903225806,20.2725806452,630.8858333333334,2031.5275000000001,32.2,25.8,26.1033333333,26.5677419355,196.5,237.7,304.9,88.3870967742,87.7333333333,88.2903225806,10.9096774194,10.56,12.2032258065,16.3438709677,17.0263333333,17.2774193548
Papua Barat,2024-09,26.7466666667,29.9333333333,24.0233333333,83.5333333333,155.6,13.0333333333,21.6273333333,630.8858333333334,2031.5275000000001,32.2,26.1387096774,25.8,26.1033333333,207.7,196.5,237.7,86.5806451613,88.3870967742,87.7333333333,13.5903225806,10.9096774194,10.56,20.2725806452,16.3438709677,17.0263333333
Papua Barat,2024-10,26.6741935484,30.035483871,24.1129032258,83.4516129032,169.6,14.0580645161,21.1719354839,630.8858333333334,2031.5275000000001,32.2,26.7466666667,26.1387096774,25.8,155.6,207.7,196.5,83.5333333333,86.5806451613,88.3870967742,13.0333333333,13.5903225806,10.9096774194,21.6273333333,20.2725806452,16.3438709677
Papua Barat,2024-11,26.97,30.55,24.15,81.5333333333,137.8,13.2033333333,20.9783333333,630.8858333333334,2031.5275000000001,32.2,26.6741935484,26.7466666667,26.1387096774,169.6,155.6,207.7,83.4516129032,83.5333333333,86.5806451613,14.0580645161,13.0333333333,13.5903225806,21.1719354839,21.6273333333,20.2725806452
Papua Barat,2024-12,26.2096774194,30.0258064516,23.7387096774,86.935483871,263.4,12.235483871,16.874516129,630.8858333333334,2031.5275000000001,32.2,26.97,26.6741935484,26.7466666667,137.8,169.6,155.6,81.5333333333,83.4516129032,83.5333333333,13.2033333333,14.0580645161,13.0333333333,20.9783333333,21.1719354839,21.6273333333
Riau,2024-01,25.5548387097,29.4967741935,23.0322580645,91.5806451613,460.1,10.5258064516,15.2777419355,5394.4275,20307.086666666666,37.64,,,,,,,,,,,,,,,
Riau,2024-02,26.2965517241,30.6034482759,23.3413793103,89.275862069,294.9,10.4103448276,18.234137931,5394.4275,20307.086666666666,37.64,25.5548387097,,,460.1,,,91.5806451613,,,10.5258064516,,,15.2777419355,,
Riau,2024-03,27.035483871,31.4612903226,23.9387096774,87.6129032258,260.8,9.2967741935,19.7661290323,5394.4275,20307.086666666666,37.64,26.2965517241,25.5548387097,,294.9,460.1,,89.275862069,91.5806451613,,10.4103448276,10.5258064516,,18.234137931,15.2777419355,
Riau,2024-04,26.98,31.67,24.14,90.7,421.7,9.9433333333,18.2323333333,5394.4275,20307.086666666666,37.64,27.035483871,26.2965517241,25.5548387097,260.8,294.9,460.1,87.6129032258,89.275862069,91.5806451613,9.2967741935,10.4103448276,10.5258064516,19.7661290323,18.234137931,15.2777419355
Riau,2024-05,27.2064516129,31.3483870968,24.4774193548,90.1935483871,333.9,11.0806451613,16.8,5394.4275,20307.086666666666,37.64,26.98,27.035483871,26.2965517241,421.7,260.8,294.9,90.7,87.6129032258,89.275862069,9.9433333333,9.2967741935,10.4103448276,18.2323333333,19.7661290323,18.234137931
Riau,2024-06,26.64,30.8066666667,23.62,89.3,254.8,9.6066666667,16.995,5394.4275,20307.086666666666,37.64,27.2064516129,26.98,27.035483871,333.9,421.7,260.8,90.1935483871,90.7,87.6129032258,11.0806451613,9.9433333333,9.2967741935,16.8,18.2323333333,19.7661290323
Riau,2024-07,27.5580645161,32.1419354839,24.0903225806,81.0967741935,104.4,11.0129032258,18.8593548387,5394.4275,20307.086666666666,37.64,26.64,27.2064516129,26.98,254.8,333.9,421.7,89.3,90.1935483871,90.7,9.6066666667,11.0806451613,9.9433333333,16.995,16.8,18.2323333333
Riau,2024-08,26.3806451613,31.1419354839,23.2419354839,86.935483871,268.0,10.970967741900001,16.8138709677,5394.4275,20307.086666666666,37.64,27.5580645161,26.64,27.2064516129,104.4,254.8,333.9,81.0967741935,89.3,90.1935483871,11.0129032258,9.6066666667,11.0806451613,18.8593548387,16.995,16.8
Riau,2024-09,26.8533333333,31.6233333333,23.5133333333,86.2,222.4,10.1266666667,18.213,5394.4275,20307.086666666666,37.64,26.3806451613,27.5580645161,26.64,268.0,104.4,254.8,86.935483871,81.0967741935,89.3,10.970967741900001,11.0129032258,9.6066666667,16.8138709677,18.8593548387,16.995
Riau,2024-10,27.2096774194,31.9935483871,23.6290322581,83.5161290323,236.1,9.9,19.7612903226,5394.4275,20307.086666666666,37.64,26.8533333333,26.3806451613,27.5580645161,222.4,268.0,104.4,86.2,86.935483871,81.0967741935,10.1266666667,10.970967741900001,11.0129032258,18.213,16.8138709677,18.8593548387
Riau,2024-11,26.1166666667,30.2333333333,23.3266666667,89.1,453.9,10.7633333333,16.7116666667,5394.4275,20307.086666666666,37.64,27.2096774194,26.8533333333,26.3806451613,236.1,222.4,268.0,83.5161290323,86.2,86.935483871,9.9,10.1266666667,10.970967741900001,19.7612903226,18.213,16.8138709677
